trial,mse,n_estimators,max_depth,learning_rate,reg_alpha,reg_lambda,features
44,2525006.8880368224,157,4,0.10855998583921547,0.22097267852931202,0.39387754072569486,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'Irradiance', 'NetLoad_lag_1425min', 'Irradiance_lag_1440min', 'NetLoad_lag_855min', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'T_out_lag_1290min', 'Irradiance_lag_15min', 'sin_2880.0_2', 'T_out_lag_735min', 'T_out_lag_660min', 'Irradiance_lag_1395min', 'T_out_lag_1380min', 'Irradiance_lag_1410min', 'Irradiance_window_2_std', 'Irradiance_window_2_mean', 'NetLoad_window_8_mean', 'Irradiance_lag_1260min', 'Wind_speed_window_8_std', 'T_out_lag_345min', 'Irradiance_lag_30min', 'NetLoad_lag_1005min', 'Irradiance_lag_1425min', 'T_out_lag_375min', 'Irradiance_lag_135min', 'T_out_lag_285min', 'NetLoad_lag_1200min', 'NetLoad_lag_1065min', 'T_out_lag_1365min', 'NetLoad_window_4_mean', 'T_out_lag_255min', 'T_out_lag_1320min', 'WorkingHour_flag', 'T_out_lag_150min', 'T_out_lag_330min', 'NetLoad_lag_330min', 'NetLoad_window_16_mean', 'T_out_lag_195min', 'T_out_lag_1275min', 'NetLoad_lag_1410min', 'NetLoad_lag_240min', 'T_out_lag_315min', 'NetLoad_lag_15min', 'T_out_lag_465min', 'NetLoad_lag_975min', 'T_out_lag_360min', 'NetLoad_lag_1350min', 'hour', 'NetLoad_lag_720min', 'T_out_lag_1215min', 'NetLoad_lag_1305min', 'NetLoad_lag_885min', 'T_out_lag_210min', 'Irradiance_lag_1335min', 'T_out_lag_1335min', 'T_out_window_8_std', 'T_out_lag_270min', 'T_outewm_std_expanding.win', 'NetLoad_lag_1290min', 'NetLoad_lag_1335min', 'NetLoad_lag_930min', 'NetLoad_lag_675min', 'T_out_lag_420min', 'NetLoad_lag_840min', 'NetLoad_lag_45min', 'Irradiance_lag_585min', 'Irradiance_window_16_std', 'Wind_speed_lag_450min', 'NetLoad_lag_810min', 'Wind_speed_ewm_mean_expanding.win', 'T_out_lag_1185min', 'T_out_lag_645min', 'Wind_speed_window_4_mean', 'Wind_speed_lag_1275min', 'T_out_lag_615min', 'Wind_speed_lag_510min', 'NetLoad_lag_1395min', 'Irradiance_lag_375min', 'T_out_lag_240min', 'NetLoad_window_4_std', 'NetLoad_lag_795min', 'T_out_lag_1350min', 'T_out_lag_1260min', 'Irradiance_lag_495min', 'T_out_lag_405min', 'NetLoad_lag_870min', 'Wind_speed_window_2_mean', 'T_out_lag_180min', 'T_out_lag_570min', 'Irradiance_lag_1350min', 'Wind_speed_lag_1335min', 'NetLoad_lag_825min']"
45,2479715.1995788375,274,3,0.10717132397609411,0.08859889677951746,0.31522878813411925,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'NetLoadewm_std_expanding.win', 'hour_cos', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'Irradiance_lag_1440min', 'NetLoad_lag_1425min', 'T_out_lag_405min', 'Irradiance', 'NetLoad_lag_855min', 'T_out_lag_1290min', 'Irradiance_lag_1425min', 'NetLoad_window_8_mean', 'Irradiance_lag_1365min', 'NetLoad_lag_1365min', 'Wind_speed_window_8_std', 'T_out_lag_1380min', 'Irradiance_lag_1410min', 'T_out_lag_1335min', 'NetLoad_window_16_mean', 'NetLoad_lag_1410min', 'Irradiance_lag_570min', 'sin_2880.0_2', 'T_out_lag_285min', 'Irradiance_lag_30min', 'NetLoad_window_16_std', 'T_out_lag_345min']"
46,2325008.940738818,104,6,0.12396970801924521,0.007699943736441596,0.8967468997430992,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_window_16_std', 'Wind_speed_window_8_mean', 'Irradiance_lag_15min', 'sin_2880.0_2', 'NetLoad_Exp_weighted_96_SL.win', 'T_out_lag_1335min', 'T_out_lag_735min', 'NetLoad_lag_855min', 'T_out_lag_1380min', 'NetLoad_lag_1320min', 'NetLoad_window_4_mean', 'Irradiance_lag_1395min', 'T_out_lag_150min', 'T_out_lag_315min', 'Irradiance', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_lag_870min', 'NetLoad_lag_1425min', 'NetLoad_lag_975min', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_660min', 'Irradiance_lag_30min', 'Irradiance_window_2_std', 'Irradiance_lag_1440min', 'T_out_lag_1320min', 'T_out_lag_300min', 'T_out_lag_1245min', 'Irradiance_lag_1425min', 'NetLoad_lag_1410min', 'Wind_speed_window_4_mean', 'Wind_speed_window_8_std', 'NetLoad_window_8_mean', 'Wind_speed_lag_1440min', 'Irradiance_lag_1410min', 'Irradiance_lag_1260min', 'Wind_speed_lag_1335min', 'T_out_lag_255min', 'Irradiance_window_2_mean', 'Irradiance_lag_1350min', 'Wind_speed_lag_510min', 'NetLoad_lag_45min', 'NetLoad_window_16_mean', 'T_out_lag_285min', 'NetLoad_lag_720min', 'Wind_speed_lag_1275min', 'T_out_lag_270min', 'NetLoad_window_16_std', 'Irradiance_lag_105min', 'NetLoad_window_8_std', 'Wind_speed_lag_450min', 'NetLoad_lag_1065min', 'NetLoad_window_2_mean', 'T_outewm_std_expanding.win', 'T_out_lag_345min', 'T_out_lag_195min', 'Wind_speed_lag_1380min', 'NetLoad_lag_1395min', 'Irradiance_lag_705min', 'NetLoad_ewm_mean_expanding.win', 'Wind_speed_lag_735min', 'Irradiance_lag_585min', 'T_out_lag_1230min', 'T_out_lag_1140min', 'Irradiance_window_16_std', 'NetLoad_window_4_std', 'NetLoad_lag_60min', 'Irradiance_lag_495min', 'Wind_speed_lag_1395min', 'NetLoad_lag_1305min', 'T_out_lag_1290min', 'T_out_lag_1365min', 'Irradiance_lag_645min', 'T_out_lag_1260min', 'T_out_lag_1305min', 'T_out_lag_360min', 'Wind_speed', 'Irradiance_lag_1335min', 'T_out_lag_420min', 'NetLoad_lag_810min', 'NetLoad_lag_915min', 'T_out_lag_450min', 'NetLoad_lag_240min', 'T_out_window_4_std', 'hour', 'NetLoad_lag_1110min']"
47,2465052.497142686,287,3,0.13395563051780476,0.5090253160807661,0.16925825666734162,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'NetLoad_lag_1425min', 'Irradiance_lag_1440min', 'NetLoad_lag_855min', 'Irradiance', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_lag_885min', 'T_out_lag_1380min', 'sin_2880.0_2', 'T_out_lag_450min', 'Irradiance_lag_630min', 'T_out_lag_1335min', 'T_out_lag_330min', 'Wind_speed_window_8_std', 'NetLoad_window_8_mean', 'T_out_lag_1290min', 'NetLoad_lag_1290min', 'Irradiance_lag_1410min', 'T_out_lag_405min', 'Irradiance_window_2_std', 'T_out_window_8_std', 'NetLoad_window_16_mean', 'T_out_lag_285min', 'Irradiance_window_2_mean', 'Irradiance_lag_1425min', 'NetLoad_window_4_mean', 'T_out_lag_360min', 'T_out_lag_150min', 'T_out_lag_1185min', 'T_out_lag_570min', 'NetLoad_lag_1410min', 'NetLoad_lag_1365min', 'NetLoad_window_16_std', 'T_outewm_std_expanding.win', 'Irradiance_lag_585min', 'Irradiance_lag_1365min', 'Irradiance_lag_30min', 'Irradiance_lag_1395min', 'Wind_speed_lag_1275min', 'NetLoad_lag_1380min', 'Irradiance_lag_15min', 'NetLoad_lag_330min', 'Irradiance_lag_135min', 'T_out_lag_270min', 'T_out_lag_1305min', 'T_out_lag_420min', 'T_out_lag_315min', 'NetLoad_lag_1320min', 'Wind_speed_lag_1395min', 'T_out_lag_1275min', 'NetLoad_lag_675min', 'NetLoad_lag_1395min', 'T_out_lag_1260min', 'NetLoad_lag_795min', 'NetLoad_lag_810min', 'Irradiance_lag_570min', 'Wind_speed_window_2_mean']"
48,2536226.0017260863,154,4,0.14542036599190888,0.15168594898084922,0.45775777152187147,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'T_out_lag_1380min', 'Irradiance_lag_1410min', 'NetLoad_lag_855min', 'sin_2880.0_2', 'NetLoad_lag_1425min', 'T_out_lag_660min', 'Wind_speed_window_8_mean', 'NetLoad_lag_1395min', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1290min', 'NetLoad_window_16_std', 'T_out_lag_1335min', 'T_out_lag_1260min', 'NetLoad_window_8_mean', 'NetLoad_lag_975min', 'Irradiance_window_2_std', 'T_out_lag_210min', 'Wind_speed_window_8_std', 'NetLoad_window_16_mean', 'Irradiance_window_2_mean', 'Irradiance_lag_1425min', 'NetLoad_lag_1410min', 'NetLoad_lag_330min', 'NetLoad_lag_1290min', 'T_out_lag_150min', 'Irradiance_lag_30min']"
49,2371815.371807035,361,5,0.10053668585985291,0.26792009578260967,0.2277630455486385,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'hour_cos', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'Irradiance', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1335min', 'T_outewm_std_expanding.win', 'NetLoad_lag_1425min', 'T_out_lag_1320min', 'NetLoad_lag_855min', 'T_out_lag_1380min', 'sin_2880.0_2', 'T_out_lag_1365min', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance_lag_1440min', 'NetLoad_lag_1320min', 'NetLoad_window_16_mean', 'T_out_lag_1230min', 'Irradiance_lag_1155min', 'Wind_speed_lag_1395min', 'Irradiance_window_2_std', 'T_out_lag_735min', 'T_out_lag_660min', 'NetLoad_window_8_mean', 'Irradiance_lag_1425min', 'Wind_speed_lag_900min', 'NetLoad_window_4_mean', 'Wind_speed_window_8_std', 'Irradiance_lag_15min', 'T_out_window_8_std', 'NetLoad_lag_1410min', 'NetLoad_window_16_std', 'T_out_lag_1140min', 'T_out_lag_1275min', 'Irradiance_lag_1410min', 'T_out_lag_150min', 'NetLoad_lag_870min', 'NetLoad_lag_45min', 'Irradiance_lag_555min', 'NetLoad_Exp_weighted_96_SL.win', 'Wind_speed_lag_1275min', 'Irradiance_lag_1395min', 'T_out_lag_720min', 'Wind_speed_window_4_mean', 'Wind_speed_lag_1335min', 'NetLoad_lag_15min', 'NetLoad_lag_1275min', 'Irradiance_window_16_std', 'NetLoad_lag_975min', 'Irradiance_lag_30min', 'Wind_speed', 'T_out_lag_285min', 'NetLoad_lag_675min', 'NetLoad_lag_1395min', 'T_out_lag_1290min', 'NetLoad_lag_1065min']"
50,2490282.495849832,223,3,0.1644532466304457,0.4405010279846142,0.2777343413240507,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'Irradiance', 'Irradiance_lag_1440min', 'Irradiance_lag_15min', 'NetLoad_lag_855min', 'Irradiance_lag_1410min', 'NetLoad_lag_1365min', 'WorkingHour_flag', 'NetLoad_window_8_mean', 'T_out_lag_1380min', 'T_out_lag_1335min', 'Irradiance_lag_1395min', 'NetLoad_window_16_std', 'Irradiance_lag_1425min', 'NetLoad_lag_1410min', 'NetLoad_window_16_mean', 'Irradiance_lag_105min', 'Irradiance_window_2_std', 'Irradiance_lag_1260min', 'T_out_lag_1305min', 'T_out_lag_240min', 'T_out_lag_300min', 'NetLoad_lag_330min', 'Irradiance_lag_585min', 'T_out_lag_1185min', 'NetLoad_lag_1395min', 'NetLoad_lag_885min', 'T_out_lag_375min', 'NetLoad_window_4_mean', 'NetLoad_lag_1200min', 'Wind_speed_window_8_std', 'sin_2880.0_2', 'T_out_lag_1275min', 'T_out_lag_360min', 'T_out_lag_150min', 'T_out_lag_405min', 'T_out_lag_1215min', 'T_out_lag_1245min', 'T_out_lag_570min', 'T_out_lag_420min', 'Irradiance_lag_570min', 'Wind_speed_lag_1335min', 'Wind_speed_lag_510min', 'NetLoad_lag_15min', 'Wind_speed', 'NetLoad_lag_810min', 'NetLoad_ewm_mean_expanding.win']"
51,2541826.997439445,101,3,0.21713078742324857,0.0733742897446984,0.1587314100107453,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'Irradiance_lag_1440min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Irradiance_lag_15min', 'Wind_speed_window_8_std', 'NetLoad_lag_855min', 'Wind_speed_lag_1395min', 'Wind_speed_window_8_mean', 'T_out_lag_255min', 'T_out_lag_1380min', 'T_out_lag_405min', 'Irradiance', 'T_out_window_8_std', 'T_out_lag_1305min', 'sin_2880.0_2', 'Irradiance_lag_30min', 'T_out_lag_285min', 'Irradiance_lag_1260min', 'T_out_lag_540min', 'Irradiance_window_4_std', 'Irradiance_lag_1410min', 'T_out_lag_1335min', 'Irradiance_window_2_std', 'NetLoad_lag_1290min', 'Irradiance_lag_570min', 'Irradiance_window_2_mean', 'Wind_speed_lag_1275min', 'T_out_lag_420min', 'T_out_lag_1365min', 'NetLoad_window_16_mean', 'Irradiance_lag_585min', 'NetLoad_lag_885min', 'T_out_lag_570min', 'Irradiance_lag_1425min', 'Irradiance_lag_240min', 'NetLoad_lag_1395min', 'T_out_lag_240min', 'NetLoad_lag_330min', 'T_out_lag_450min', 'NetLoad_lag_1200min', 'T_out_lag_600min', 'NetLoad_lag_1365min', 'T_out_lag_660min', 'T_out_lag_480min', 'Irradiance_lag_750min', 'Irradiance_lag_525min', 'Wind_speed_window_2_mean', 'T_out_lag_360min', 'NetLoad_lag_795min', 'Irradiance_lag_1395min', 'T_out_lag_315min', 'T_out_lag_150min', 'T_out_lag_1290min', 'NetLoad_window_4_std', 'Irradiance_lag_150min', 'NetLoad_lag_525min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1290min', 'T_out_lag_210min', 'T_out_lag_180min', 'Irradiance_lag_495min', 'hour', 'Irradiance_lag_1200min', 'NetLoad_lag_1320min', 'Wind_speed_lag_1200min', 'NetLoad_window_4_mean', 'NetLoad_lag_840min', 'NetLoad_lag_720min', 'NetLoad_lag_135min', 'Wind_speed_lag_15min', 'Irradianceewm_std_expanding.win', 'NetLoad_lag_945min', 'NetLoad_lag_240min', 'T_out_lag_1350min', 'NetLoad_ewm_mean_expanding.win', 'T_out_lag_1275min', 'T_out_lag_345min', 'NetLoad_lag_675min', 'T_outewm_std_expanding.win', 'Irradiance_lag_510min', 'NetLoad_lag_180min', 'Wind_speed_window_4_mean', 'T_out_lag_1260min', 'T_out_lag_1215min', 'NetLoad_lag_1035min', 'Wind_speed_lag_615min', 'NetLoad_lag_870min', 'T_out_lag_705min', 'Wind_speed_lag_510min', 'NetLoad_lag_975min', 'Irradiance_window_8_mean', 'T_out_lag_225min', 'NetLoad_lag_1110min', 'Irradiance_lag_1305min']"
52,2551849.1499357563,146,4,0.13403964580952488,0.7674110496993432,0.18820654769220463,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'NetLoadewm_std_expanding.win', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'Irradiance_window_2_mean', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'Irradiance_lag_15min', 'Wind_speed_window_8_std', 'sin_2880.0_2', 'NetLoad_lag_885min', 'NetLoad_window_8_mean', 'Irradiance_lag_1440min', 'Irradiance_lag_1410min', 'Irradiance_lag_30min', 'NetLoad_window_16_std', 'NetLoad_lag_1395min', 'Irradiance', 'NetLoad_window_4_mean', 'T_out_lag_270min', 'T_out_lag_1290min', 'T_out_lag_1380min', 'T_out_lag_1365min', 'T_out_lag_570min', 'Irradiance_lag_1425min', 'Irradiance_lag_1395min', 'NetLoad_window_16_mean', 'NetLoad_lag_1410min', 'T_out_lag_1230min', 'NetLoad_lag_45min', 'NetLoad_lag_1335min', 'NetLoad_lag_870min', 'NetLoad_lag_1065min', 'T_out_lag_255min', 'T_out_lag_720min', 'NetLoad_lag_1365min', 'NetLoad_lag_675min', 'T_out_lag_345min', 'T_out_lag_1350min', 'Irradiance_lag_585min', 'T_out_lag_240min', 'T_out_lag_660min', 'NetLoad_lag_330min', 'T_out_lag_375min', 'T_outewm_std_expanding.win', 'Irradiance_window_2_std', 'NetLoad_lag_795min']"
53,2188219.159036254,104,3,0.1141058502287496,0.5738200344778125,0.05745420539286132,"['cos_2880.0_2', 'NetLoad']"
54,2458060.253648239,161,3,0.11609603609766095,0.3735580916496009,0.12696190896517207,"['hour_cos', 'cos_2880.0_2']"
55,2171829.625359738,100,3,0.10991199533194335,0.5212006950214801,0.061686308602136676,"['NetLoad', 'hour_cos', 'cos_2880.0_2']"
56,2176948.0675406917,121,3,0.10898960636458373,0.5792691253118576,0.05243606694806899,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
57,2489090.199663119,897,4,0.11064047201350885,0.5594455731964514,0.04807721628276318,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_weighted_96_mean', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1440min', 'Irradiance', 'Wind_speed_window_8_mean', 'T_outewm_std_expanding.win', 'NetLoad_lag_855min', 'hour_cos', 'Irradiance_window_2_std', 'Irradiance_lag_1440min', 'T_out_lag_1290min', 'T_out_lag_1365min', 'NetLoad_lag_1425min', 'T_out_lag_1380min', 'sin_2880.0_2', 'NetLoad_lag_1365min', 'Wind_speed_window_4_mean', 'Irradiance_lag_1410min', 'NetLoad_window_8_mean', 'Irradiance_Exp_weighted_96_SL.win', 'T_out_lag_1335min', 'T_out_lag_1305min', 'Wind_speed_window_8_std', 'Wind_speed_lag_1425min', 'Wind_speed_lag_1335min', 'Wind_speed_lag_1185min', 'Wind_speed_lag_510min', 'Wind_speed_lag_1395min', 'Irradiance_lag_15min', 'NetLoad_lag_960min', 'Wind_speed_lag_480min', 'NetLoad_lag_870min', 'NetLoad_lag_15min', 'Wind_speed_lag_855min', 'Wind_speed_lag_450min', 'NetLoad_lag_45min', 'Irradiance_lag_585min', 'T_out_lag_285min']"
58,2163895.4360904736,102,3,0.10448019965067097,0.47789642164016033,0.0719752356422482,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
59,2414129.455158668,217,3,0.10426493124591309,0.5067783331061514,0.05024127268924139,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'Irradiance_lag_15min', 'T_out_lag_1290min', 'Irradiance_lag_1425min', 'Irradiance_lag_1410min', 'NetLoad_lag_855min', 'Wind_speed_window_8_std', 'NetLoad_window_16_mean', 'Irradiance_lag_1440min', 'T_out_lag_1380min', 'T_out_lag_360min', 'NetLoad_window_8_mean', 'NetLoad_lag_240min', 'NetLoad_lag_330min', 'NetLoad_lag_885min', 'T_out_lag_210min', 'T_out_lag_1335min', 'Irradiance_window_2_std']"
60,2527824.5615293914,260,4,0.11525473237950452,0.541421865120303,0.09610099534608892,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'Irradiance', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'Irradiance_lag_1440min', 'T_out_lag_1335min', 'Irradiance_lag_15min', 'Irradiance_lag_1410min', 'T_out_lag_1290min', 'Wind_speed_window_8_mean', 'Wind_speed_window_8_std', 'T_outewm_std_expanding.win', 'T_out_lag_1380min', 'Irradiance_lag_30min', 'Irradiance_window_2_std', 'T_out_lag_1365min']"
61,2163361.6345049613,113,3,0.10004141002288108,0.6049148071097156,0.07019120196629722,"['NetLoad', 'hour_cos', 'cos_2880.0_2']"
62,2365637.2152113095,124,3,0.10019212349351048,0.6034884493827013,0.05904713407281911,['NetLoad']
63,2174590.513645902,102,3,0.11954995971531426,0.6740106648437831,0.10476745874072826,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
64,2438676.374799293,192,3,0.12187700341312739,0.47607224628868783,0.11201771648669959,"['Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'cos_2880.0_2', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'NetLoad_lag_1425min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1440min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1410min', 'NetLoad_lag_855min', 'T_out_lag_1335min', 'T_out_lag_330min', 'T_out_lag_570min', 'Irradiance_lag_15min', 'NetLoad_lag_1395min', 'T_out_lag_270min', 'T_out_lag_405min', 'Wind_speed_window_8_std', 'NetLoad_window_16_mean', 'NetLoad_window_8_mean', 'NetLoad_lag_240min', 'NetLoad_lag_885min', 'Irradiance_lag_585min', 'sin_2880.0_2', 'Irradiance', 'Irradiance_window_2_std', 'T_out_lag_420min', 'NetLoad_lag_330min', 'NetLoad_window_16_std', 'Irradiance_lag_1425min', 'T_out_lag_1290min', 'T_out_lag_1380min', 'T_out_lag_1200min', 'NetLoad_lag_1365min', 'NetLoad_lag_1350min', 'T_out_lag_255min', 'Irradiance_lag_1365min', 'T_out_window_8_std', 'NetLoad_lag_1410min', 'Irradiance_lag_1350min', 'T_out_lag_195min', 'NetLoad_lag_135min', 'NetLoad_lag_1200min', 'Irradiance_window_2_mean', 'NetLoad_lag_1290min']"
65,2383843.526262795,129,4,0.1074053968496454,0.6879723146591099,0.10604105462199531,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1440min', 'Irradiance_lag_15min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'Wind_speed_window_8_std', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'T_out_lag_1335min', 'Irradiance_lag_1410min', 'Irradiance', 'T_out_lag_360min', 'Irradiance_window_2_mean', 'NetLoad_window_8_mean', 'Irradiance_lag_1425min', 'T_out_lag_240min', 'Irradiance_window_2_std']"
66,2248269.945685288,180,3,0.1184222921073589,0.6618414825290011,0.029384225736702185,"['cos_2880.0_2', 'NetLoad']"
67,2449858.2478212365,205,4,0.1376915126715913,0.40941394428507516,0.19971098412502264,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1380min', 'NetLoad_lag_1425min', 'Irradiance', 'Wind_speed_window_8_mean', 'sin_2880.0_2', 'NetLoad_lag_855min', 'T_out_lag_360min', 'NetLoad_window_16_std', 'Irradiance_lag_15min', 'T_out_lag_1365min', 'NetLoad_window_8_mean', 'T_out_lag_735min', 'Irradiance_lag_1410min', 'Irradiance_lag_1440min', 'Irradiance_window_2_std', 'Irradiance_lag_585min', 'Irradiance_Exp_weighted_96_SL.win', 'Wind_speed_window_8_std', 'NetLoad_lag_885min', 'T_out_lag_1230min', 'T_out_lag_1290min', 'T_outewm_std_expanding.win', 'T_out_lag_1260min', 'T_out_window_8_std', 'Irradiance_lag_30min', 'NetLoad_lag_1410min', 'NetLoad_lag_1320min', 'NetLoad_ewm_mean_expanding.win', 'NetLoad_lag_1200min', 'T_out_lag_195min']"
68,2731029.674458298,695,3,0.10480979341695844,0.6003864880609597,0.14735755697539454,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'hour_cos', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Irradiance', 'Wind_speed_window_8_mean', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'T_out_lag_1380min', 'Irradiance_window_2_std', 'NetLoad_window_8_mean', 'Irradiance_lag_1440min', 'T_out_lag_450min', 'sin_2880.0_2', 'T_out_lag_1320min', 'NetLoad_lag_1410min', 'NetLoad_window_16_mean', 'Irradiance_Exp_weighted_96_SL.win', 'T_outewm_std_expanding.win', 'NetLoad_lag_240min', 'T_out_lag_570min', 'NetLoad_lag_1365min', 'NetLoad_lag_885min', 'T_out_lag_1350min', 'T_out_lag_1290min', 'Irradiance_window_2_mean', 'NetLoad_lag_1380min', 'Wind_speed_window_4_mean', 'NetLoad_window_4_mean', 'T_out_lag_360min', 'Irradiance_lag_1410min', 'Irradiance_lag_1395min', 'NetLoad_Exp_weighted_96_SL.win']"
69,2388606.6905909763,121,4,0.11296147768929728,0.5322315954335245,0.6823595547800008,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Irradiance', 'NetLoad_lag_1425min', 'Irradiance_window_2_mean', 'NetLoad_lag_855min', 'Irradiance_lag_15min', 'T_out_lag_1290min', 'Wind_speed_window_8_std', 'T_out_lag_345min', 'Irradiance_lag_1410min']"
70,2393457.13680043,463,3,0.12022430788451224,0.46030783604829717,0.23609021218364767,['NetLoad']
71,2158254.30546185,102,3,0.11391745114027364,0.5769781410581403,0.03594208776492101,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
